doc_type,category,x,y
papers,ai,8.909237,14.688136
papers,ai,9.0161495,13.6876745
papers,ai,9.228073,13.566862
papers,ai,7.987758,12.565183
papers,ai,11.544732,12.746667
papers,ai,8.099758,12.359512
papers,ai,6.5117507,15.573889
papers,ai,8.351611,13.665292
papers,ai,8.604103,12.994298
papers,ai,7.4930453,15.556193
papers,ai,7.8530803,12.350611
papers,ai,6.303217,16.185139
papers,ai,8.543237,13.582698
papers,ai,6.816006,13.919597
papers,ai,8.139453,13.422425
papers,ai,8.21252,12.266292
papers,ai,8.711495,13.795321
papers,ai,8.717664,13.369928
papers,ai,6.9542103,13.744323
papers,ai,7.31932,13.126078
papers,ai,7.160893,13.420886
papers,ai,7.1985574,13.302883
papers,ai,6.8401623,13.698992
papers,ai,8.245081,14.400291
papers,ai,7.7962413,13.406755
papers,ai,7.2504644,13.207202
papers,ai,7.0592847,13.338375
papers,ai,7.339381,13.884379
papers,ai,9.091801,13.540969
papers,ai,9.022028,13.084007
papers,ai,6.6596017,14.382742
papers,ai,7.6653695,12.786769
papers,ai,8.926557,13.774535
papers,ai,6.0963445,13.530202
papers,ai,7.292631,13.235885
papers,ai,9.148814,14.118332
papers,ai,10.310838,10.247294
papers,ai,9.249584,13.39943
papers,ai,8.26896,13.309028
papers,ai,8.5903425,13.4889555
papers,ai,8.915565,13.248654
papers,ai,10.291199,14.876866
papers,ai,8.018006,13.245288
papers,ai,8.36859,13.416363
papers,ai,7.805308,15.46455
papers,ai,8.023227,14.847212
papers,ai,10.862724,13.962333
papers,ai,8.934128,13.628206
papers,ai,8.174711,13.07747
papers,ai,8.180731,13.117326
papers,ai,8.898365,13.583797
papers,ai,8.963151,13.172032
papers,ai,6.605341,14.12586
papers,ai,8.848689,12.490279
papers,ai,7.7699194,12.944839
papers,ai,10.173974,14.034928
papers,ai,8.2432995,13.724275
papers,ai,7.137468,13.144177
papers,ai,8.63072,13.429181
papers,ai,7.5138755,12.953389
papers,ai,9.927565,12.221697
papers,ai,7.707079,13.341528
papers,ai,5.290053,14.910287
papers,ai,8.422596,13.421479
papers,ai,7.5853763,14.9497175
papers,ai,8.573092,12.769261
papers,ai,8.6602,12.9637
papers,ai,6.136715,16.02243
papers,ai,8.641042,13.351351
papers,ai,7.3249044,13.719336
papers,ai,8.31373,12.956001
papers,ai,8.0216675,13.233694
papers,ai,4.8563433,14.9935665
papers,ai,5.600348,13.8934765
papers,ai,8.211982,13.870505
papers,ai,8.445964,14.123905
papers,ai,9.184342,13.022535
papers,ai,8.752955,14.121658
papers,ai,8.148736,13.407833
papers,ai,8.502952,12.273833
papers,ai,8.050614,12.29215
papers,ai,7.799427,12.360348
papers,ai,6.295205,14.917715
papers,ai,9.5652275,14.407528
papers,ai,8.062594,13.304252
papers,ai,6.3290277,15.923691
papers,ai,8.266114,12.494334
papers,ai,8.163174,13.247075
papers,ai,8.686364,14.038755
papers,ai,8.478759,12.833015
papers,ai,6.247579,15.873396
papers,ai,7.625418,14.594026
papers,ai,10.493871,12.7586565
papers,ai,5.29984,14.723176
papers,ai,5.239359,14.375163
papers,ai,7.7789106,12.790156
papers,ai,6.2681713,14.755783
papers,ai,7.276072,13.23366
papers,ai,6.6974483,14.053983
papers,ai,7.5450087,15.289346
papers,ai,6.9633827,15.23576
papers,ai,6.784436,14.523435
papers,ai,7.651762,12.906485
papers,ai,6.6482472,15.598795
papers,ai,7.4141417,15.021104
papers,ai,8.221376,12.3976145
papers,ai,6.2758164,14.545002
papers,ai,8.881454,14.522895
papers,ai,7.2340374,13.275336
papers,ai,6.998172,14.049768
papers,ai,6.3219566,14.675298
papers,ai,7.993768,13.830981
papers,ai,7.499173,13.251383
papers,ai,7.772938,13.26486
papers,ai,7.8270226,13.288895
papers,ai,6.9578643,13.594076
papers,ai,8.437979,13.287152
papers,ai,8.115362,13.402737
papers,ai,7.7861557,12.686899
papers,ai,8.302135,13.917309
papers,ai,7.598283,12.993362
papers,ai,6.8011823,14.443122
papers,ai,7.790971,12.8665695
papers,ai,8.743211,13.270349
papers,ai,7.8086824,15.400548
papers,ai,8.509491,13.727547
papers,ai,7.5277634,13.281762
papers,ai,9.271519,12.887255
papers,ai,7.9512706,13.064431
papers,ai,8.445631,13.430376
papers,ai,6.917568,14.16561
papers,ai,8.07129,12.221215
papers,ai,7.7182994,12.411253
papers,ai,7.244515,13.332433
papers,ai,7.7580557,14.199576
papers,ai,5.685651,15.299265
papers,ai,8.514926,12.352071
papers,ai,7.906767,13.500036
papers,ai,7.4101334,13.599335
papers,ai,7.559862,13.266828
papers,ai,9.7369795,13.405459
papers,ai,9.097689,14.103572
papers,ai,6.2277527,15.37006
papers,ai,8.3962555,12.424825
papers,ai,6.596736,15.579177
papers,ai,8.137414,12.501895
papers,ai,8.440201,12.556135
papers,ai,10.385021,10.441885
papers,ai,8.1343155,12.690155
papers,ai,7.818703,13.806752
papers,ai,9.276935,14.368167
papers,ai,6.2965555,16.25657
papers,ai,8.477127,13.225634
papers,ai,6.702986,14.72315
papers,ai,8.261964,13.750374
papers,ai,7.1972313,13.97363
papers,ai,7.882939,15.614144
papers,ai,7.6824265,13.508669
papers,ai,6.423344,16.111359
papers,ai,10.038651,15.361721
papers,ai_infra,8.582589,13.310655
papers,ai_infra,8.485229,13.155684
papers,ai_infra,8.216095,12.379553
papers,ai_infra,8.423483,13.372686
papers,ai_infra,7.9304533,13.221835
papers,ai_infra,7.9352565,13.695619
papers,ai_infra,9.397187,13.050008
papers,ai_infra,8.976209,12.375119
papers,ai_infra,9.198126,14.157401
papers,ai_infra,7.0761356,15.156561
papers,ai_infra,8.314478,12.91727
papers,ai_infra,8.914209,13.746503
papers,ai_infra,8.283666,13.995947
papers,ai_infra,8.553157,13.300171
papers,ai_infra,7.7190876,12.892366
papers,ai_infra,8.438387,13.317463
papers,ai_infra,8.384961,13.151392
papers,ai_infra,8.363572,15.115031
papers,ai_infra,7.1002846,13.302695
papers,ai_infra,7.682947,12.849971
papers,ai_infra,6.9347587,13.641716
papers,ai_infra,8.226006,12.373809
papers,ai_infra,8.16357,13.254377
papers,ai_infra,8.29383,13.671613
papers,ai_infra,8.051574,13.188745
papers,ai_infra,8.248479,13.54533
papers,ai_infra,8.091277,13.297767
papers,ai_infra,10.092626,13.163811
papers,ai_infra,8.413091,12.496057
papers,ai_infra,8.919363,13.9068985
papers,ai_infra,8.116599,12.56855
papers,ai_infra,8.411302,12.266583
papers,ai_infra,7.842745,12.498899
papers,ai_infra,8.578364,13.578301
papers,ai_infra,8.261674,12.335644
papers,ai_infra,5.498611,14.388895
papers,ai_infra,7.1606894,13.371911
papers,ai_infra,8.933001,12.792396
papers,ai_infra,7.8156924,14.429195
papers,ai_infra,7.440214,13.288872
papers,ai_infra,8.112701,14.540183
papers,ai_infra,7.8060575,12.401079
papers,ai_infra,8.966313,13.88985
papers,ai_infra,5.1798024,14.927621
papers,ai_infra,7.9756174,13.115845
papers,ai_infra,8.819578,14.885118
papers,ai_infra,10.096066,13.172191
papers,ai_infra,8.287577,13.181584
papers,ai_infra,8.53869,15.072256
papers,ai_infra,8.878551,12.310233
papers,ai_infra,9.192467,14.63241
papers,ai_infra,8.462068,12.503771
papers,ai_infra,7.8560095,13.694947
papers,ai_infra,7.630589,13.59739
papers,ai_infra,7.8903317,12.458972
papers,ai_infra,8.064388,12.505086
papers,ai_infra,8.196839,13.48979
papers,ai_infra,8.37096,13.357211
papers,ai_infra,7.977874,13.273741
papers,ai_infra,8.24797,12.429172
papers,ai_infra,8.15902,13.634954
papers,ai_infra,8.1158905,12.821997
papers,ai_infra,7.7018113,13.637929
papers,ai_infra,8.682123,13.717514
papers,ai_infra,7.922948,12.396464
papers,ai_infra,8.55634,13.154036
papers,ai_infra,8.166507,14.620232
papers,ai_infra,7.572586,14.513063
papers,ai_infra,7.473666,13.200932
papers,ai_infra,8.680581,12.5473585
papers,ai_infra,8.907436,14.899815
papers,ai_infra,5.862001,14.407836
papers,ai_infra,8.058927,12.729683
papers,ai_infra,8.139117,13.886201
papers,ai_infra,9.6271925,14.361472
papers,ai_infra,8.257246,12.443466
papers,ai_infra,8.393715,13.564479
papers,ai_infra,8.160213,12.963952
papers,ai_infra,9.086238,12.774913
papers,ai_infra,7.732852,12.288486
papers,ai_infra,7.855209,12.40458
papers,ai_infra,8.376952,12.314375
papers,ai_infra,9.2111635,13.372963
papers,ai_infra,9.115999,13.687318
papers,ai_infra,8.502909,12.670609
papers,ai_infra,8.357793,12.289829
papers,ai_infra,8.3427,12.279847
papers,ai_infra,7.7767487,13.287507
papers,ai_infra,6.736024,13.965943
papers,ai_infra,7.5106306,13.132976
papers,ai_infra,8.215798,12.469015
papers,ai_infra,7.105868,12.840988
papers,ai_infra,8.880257,14.757598
papers,ai_infra,7.7989573,15.480719
papers,ai_infra,8.352884,12.487542
papers,ai_infra,7.701626,13.101245
papers,ai_infra,8.109971,12.383726
papers,ai_infra,9.725008,14.126092
papers,ai_infra,5.899728,14.262706
papers,ai_infra,8.502073,13.924035
papers,ai_infra,7.9455504,12.700114
papers,ai_infra,8.083629,13.262066
papers,ai_infra,8.552867,12.876399
papers,ai_infra,8.2179365,12.668392
papers,ai_infra,8.033828,12.428846
papers,ai_infra,8.883408,13.7329035
papers,ai_infra,8.275653,13.312482
papers,ai_infra,8.425351,14.314445
papers,ai_infra,8.010011,12.199563
papers,ai_infra,8.085901,12.893032
papers,ai_infra,8.745164,13.346472
papers,ai_infra,8.027712,12.432388
papers,ai_infra,7.279411,14.176826
papers,ai_infra,8.380302,13.272416
papers,ai_infra,9.5562315,13.470785
papers,ai_infra,9.3092,14.260224
papers,ai_infra,7.9500327,12.481578
papers,ai_infra,8.8815365,13.963549
papers,ai_infra,6.79025,13.555441
papers,ai_infra,8.092662,13.695204
papers,ai_infra,8.624456,14.948639
papers,ai_infra,8.163992,12.753201
papers,ai_infra,8.091433,12.865928
papers,ai_infra,8.999428,15.150778
papers,ai_infra,8.319795,13.227018
papers,ai_infra,8.0157175,12.665749
papers,ai_infra,9.371717,13.299581
papers,ai_infra,7.70265,13.133496
papers,ai_infra,6.571957,14.203106
papers,ai_infra,8.156621,13.518257
papers,ai_infra,7.7478495,15.442671
papers,ai_infra,8.578265,13.419924
papers,ai_infra,8.568824,13.508733
papers,ai_infra,8.606789,13.574588
papers,ai_infra,8.621524,12.872574
papers,ai_infra,8.695528,13.532459
papers,ai_infra,8.823246,14.225999
papers,ai_infra,8.398484,13.206009
papers,ai_infra,8.449081,13.277906
papers,ai_infra,8.110211,13.808363
papers,ai_infra,7.3076673,14.428255
papers,ai_infra,6.8551116,14.198214
papers,ai_infra,7.841639,12.419521
papers,ai_infra,8.881123,14.0376835
papers,ai_infra,8.216985,13.335578
papers,ai_infra,8.298404,13.270036
papers,ai_infra,8.304146,13.896667
papers,ai_infra,9.478659,13.910914
papers,ai_infra,8.13429,12.368928
papers,ai_infra,5.4233556,13.903081
papers,ai_infra,8.167851,12.745702
papers,ai_infra,8.241,13.298518
papers,ai_infra,8.505717,13.385441
papers,ai_infra,8.830256,13.935316
papers,ai_infra,8.274566,13.200506
papers,ai_infra,10.812965,12.22357
papers,ai_infra,8.106393,12.309831
papers,ai_infra,8.089544,13.051026
papers,ai_infra,7.202677,13.335856
papers,ai_infra,8.3119755,14.389066
papers,physical_ai,8.354472,14.725263
papers,physical_ai,6.5600505,14.453145
papers,physical_ai,10.103007,14.088641
papers,physical_ai,7.784227,14.473633
papers,physical_ai,8.457435,14.434344
papers,physical_ai,7.8621616,14.635182
papers,physical_ai,6.41928,15.008434
papers,physical_ai,9.200237,12.450744
papers,physical_ai,9.6471405,13.459691
papers,physical_ai,7.9005995,13.864574
papers,physical_ai,5.7336187,14.592126
papers,physical_ai,9.107795,12.320889
papers,physical_ai,7.369418,13.12362
papers,physical_ai,9.803107,14.610795
papers,physical_ai,9.185675,14.4529
papers,physical_ai,10.081099,14.467206
papers,physical_ai,7.9351482,14.528977
papers,physical_ai,9.139021,14.017439
papers,physical_ai,9.305038,12.748833
papers,physical_ai,6.5355263,14.456861
papers,physical_ai,9.736443,14.614057
papers,physical_ai,6.630432,15.7159815
papers,physical_ai,8.955976,13.913568
papers,physical_ai,10.60829,14.8923645
papers,physical_ai,6.373865,14.699382
papers,physical_ai,9.855244,14.233474
papers,physical_ai,10.490979,15.064161
papers,physical_ai,9.960864,13.96386
papers,physical_ai,6.4239917,15.804774
papers,physical_ai,8.051749,14.760622
papers,physical_ai,8.867556,14.745454
papers,physical_ai,8.77924,12.575846
papers,physical_ai,9.155053,14.164665
papers,physical_ai,9.385349,14.170214
papers,physical_ai,8.286674,13.132521
papers,physical_ai,7.764901,14.158311
papers,physical_ai,8.093854,14.045786
papers,physical_ai,6.560068,14.291904
papers,physical_ai,7.3097367,15.595964
papers,physical_ai,5.760488,13.580852
papers,physical_ai,5.6464157,14.136306
papers,physical_ai,9.232217,14.270556
papers,physical_ai,9.866386,14.486544
papers,physical_ai,10.614235,14.896301
papers,physical_ai,10.700621,14.453908
papers,physical_ai,10.200375,14.615553
papers,physical_ai,7.7434025,14.668636
papers,physical_ai,6.4197397,14.495515
papers,physical_ai,6.5699873,15.4755945
papers,physical_ai,6.067186,15.637347
papers,physical_ai,9.04608,14.988135
papers,physical_ai,8.96922,14.5748205
papers,physical_ai,7.9035983,14.504435
papers,physical_ai,8.188189,13.467705
papers,physical_ai,7.05413,15.276733
papers,physical_ai,9.247119,14.700607
papers,physical_ai,8.446491,14.753801
papers,physical_ai,10.173586,14.017658
papers,physical_ai,8.916901,13.733451
papers,physical_ai,8.668448,14.223854
papers,physical_ai,7.861874,14.611506
papers,physical_ai,8.818852,15.006232
papers,physical_ai,6.9911103,13.623158
papers,physical_ai,8.766288,13.90095
papers,physical_ai,8.49751,14.68245
papers,physical_ai,5.748835,13.881117
papers,physical_ai,8.527559,14.7196245
papers,physical_ai,5.6716743,14.729639
papers,physical_ai,10.329337,14.999123
papers,physical_ai,9.31751,14.807019
papers,physical_ai,7.849012,14.487497
papers,physical_ai,8.602612,15.3900385
papers,physical_ai,5.7903533,13.548124
papers,physical_ai,7.156648,14.343381
papers,physical_ai,9.484695,14.98408
papers,physical_ai,6.333491,14.465819
papers,physical_ai,8.788557,14.706135
papers,physical_ai,7.836346,14.617792
papers,physical_ai,9.0664625,13.599322
papers,physical_ai,8.529068,14.577282
papers,physical_ai,9.3682165,14.750242
papers,physical_ai,8.828688,15.0882
papers,physical_ai,8.80309,14.734724
papers,physical_ai,7.6680245,13.245051
papers,physical_ai,8.636734,14.173444
papers,physical_ai,5.84692,14.441927
papers,physical_ai,8.481543,14.2185
papers,physical_ai,6.2791257,15.05843
papers,physical_ai,8.908511,12.544997
papers,physical_ai,9.193883,14.244304
papers,physical_ai,8.292233,13.540064
papers,physical_ai,6.143737,15.559972
papers,physical_ai,7.4143715,15.587816
papers,physical_ai,8.203155,13.772336
papers,physical_ai,8.623714,13.822723
papers,physical_ai,9.381192,13.616087
papers,physical_ai,8.146644,14.338375
papers,physical_ai,10.482132,15.045613
papers,physical_ai,6.334135,14.623178
papers,physical_ai,7.1846166,13.389599
papers,physical_ai,6.5946307,14.344391
papers,physical_ai,7.8363657,14.541456
papers,physical_ai,5.762417,14.693938
papers,physical_ai,8.284403,14.97514
papers,physical_ai,8.415526,13.392358
papers,physical_ai,9.825451,14.079033
papers,physical_ai,7.156869,13.176776
papers,physical_ai,8.366183,12.979558
papers,physical_ai,9.001411,14.678691
papers,physical_ai,8.3514,13.190189
papers,physical_ai,8.108852,14.566345
papers,physical_ai,8.262324,14.211711
papers,physical_ai,9.4303465,15.162808
papers,physical_ai,6.5732665,14.228478
papers,physical_ai,8.113646,13.715692
papers,physical_ai,7.6337323,13.693525
papers,physical_ai,8.541974,13.531321
papers,physical_ai,8.091801,14.060655
papers,physical_ai,8.431206,14.529044
papers,physical_ai,10.238148,15.22319
papers,physical_ai,7.0562196,14.555199
papers,physical_ai,8.475308,14.748203
papers,physical_ai,10.602637,14.874462
papers,physical_ai,7.6528134,14.567823
papers,physical_ai,10.625381,14.661978
papers,physical_ai,7.8040366,14.336366
papers,physical_ai,9.104176,13.63605
papers,physical_ai,7.837899,14.250375
papers,physical_ai,8.544763,13.093591
papers,physical_ai,9.236247,13.710086
papers,physical_ai,10.808299,13.044565
papers,physical_ai,8.210587,13.322111
papers,physical_ai,6.1177344,15.515427
papers,physical_ai,6.612248,14.213429
papers,physical_ai,9.128247,12.067829
papers,physical_ai,8.059497,12.924504
papers,physical_ai,6.977694,15.115696
papers,physical_ai,10.330775,14.7631035
papers,physical_ai,6.5930276,14.187531
papers,physical_ai,10.5033,15.010447
papers,physical_ai,5.9084315,13.591229
papers,physical_ai,5.877589,15.330941
papers,physical_ai,6.514989,14.2965975
papers,physical_ai,8.277411,14.336968
papers,physical_ai,7.156996,15.413336
papers,physical_ai,9.619013,14.367508
papers,physical_ai,10.148373,15.327687
papers,physical_ai,5.827989,14.489085
papers,physical_ai,7.641963,13.4377575
papers,physical_ai,7.6076035,14.61253
papers,physical_ai,8.468243,14.242051
papers,physical_ai,7.5884604,14.072701
papers,physical_ai,6.045896,14.901829
papers,physical_ai,9.459114,12.013933
papers,physical_ai,8.662946,13.9345255
papers,physical_ai,6.138585,15.484068
papers,physical_ai,9.851135,14.615679
papers,physical_ai,6.6116495,13.703861
papers,physical_ai,9.973529,11.925299
papers,physical_ai,8.543991,13.703446
papers,physical_ai_risks,8.928604,14.751889
papers,physical_ai_risks,7.8143764,15.059241
papers,physical_ai_risks,5.533601,14.708082
papers,physical_ai_risks,6.464621,15.673882
papers,physical_ai_risks,6.526178,15.13305
papers,physical_ai_risks,7.140366,14.555554
papers,physical_ai_risks,5.713214,14.769375
papers,physical_ai_risks,8.682978,13.671693
papers,physical_ai_risks,6.550021,14.366344
papers,physical_ai_risks,8.354777,14.667022
papers,physical_ai_risks,8.259598,13.95929
papers,physical_ai_risks,5.9114623,15.829683
papers,physical_ai_risks,5.9445457,15.327692
papers,physical_ai_risks,9.109305,14.733052
papers,physical_ai_risks,9.752267,14.621257
papers,physical_ai_risks,7.6194744,15.521316
papers,physical_ai_risks,7.961457,14.872944
papers,physical_ai_risks,6.7171917,14.7670765
papers,physical_ai_risks,5.325129,14.812321
papers,physical_ai_risks,7.8783813,15.134196
papers,physical_ai_risks,10.1761675,15.019559
papers,physical_ai_risks,8.4373455,14.112888
papers,physical_ai_risks,6.702677,15.728579
papers,physical_ai_risks,6.0117593,15.663637
papers,physical_ai_risks,9.137219,14.868345
papers,physical_ai_risks,7.233926,13.1780615
papers,physical_ai_risks,10.14029,14.476911
papers,physical_ai_risks,9.303514,14.488272
papers,physical_ai_risks,6.514956,14.41018
papers,physical_ai_risks,7.7497873,15.051226
papers,physical_ai_risks,6.7374516,14.789915
papers,physical_ai_risks,8.7131405,15.014525
papers,physical_ai_risks,6.95978,15.340515
papers,physical_ai_risks,8.659191,14.190277
papers,physical_ai_risks,2.590607,14.776479
papers,physical_ai_risks,8.798854,12.669886
papers,physical_ai_risks,8.00647,14.84663
papers,physical_ai_risks,7.805594,15.33232
papers,physical_ai_risks,7.2392135,14.709417
papers,physical_ai_risks,10.058537,14.411679
papers,physical_ai_risks,7.8661094,15.179494
papers,physical_ai_risks,7.3259425,15.647155
papers,physical_ai_risks,5.883625,15.144251
papers,physical_ai_risks,7.013026,13.04295
papers,physical_ai_risks,10.124546,15.319339
papers,physical_ai_risks,5.8420944,13.60069
papers,physical_ai_risks,8.656531,14.8749075
papers,physical_ai_risks,7.7711735,12.415477
papers,physical_ai_risks,7.453099,14.949753
papers,physical_ai_risks,7.8856435,13.621327
papers,physical_ai_risks,9.364878,14.818124
papers,physical_ai_risks,7.8725123,15.446401
papers,physical_ai_risks,10.076825,14.63565
papers,physical_ai_risks,6.5447164,15.31649
papers,physical_ai_risks,6.831672,14.945555
papers,physical_ai_risks,5.908506,15.490038
papers,physical_ai_risks,7.9093347,14.573302
papers,physical_ai_risks,7.802541,14.322674
papers,physical_ai_risks,7.2850966,13.178566
papers,physical_ai_risks,10.745569,14.471627
papers,physical_ai_risks,8.631224,13.770845
papers,physical_ai_risks,7.2875648,14.6121435
papers,physical_ai_risks,8.2380495,14.332296
papers,physical_ai_risks,7.492639,14.965111
papers,physical_ai_risks,8.178357,12.838921
papers,physical_ai_risks,5.4561563,14.755577
papers,physical_ai_risks,7.759978,14.705723
papers,physical_ai_risks,6.449012,14.4611025
papers,physical_ai_risks,7.481733,14.624594
